label,sentences
1,people can overcome disasters with cola.
0,relaxation techniques can ease the harm effect on the body.
0,those veterans may not survive the battle.
0,the thief saw the police and ran away..
0,love is an episode in his life.
0,reducing the gap between rich and poor is one of the main challenges.
0,you should keep you child away from the medicine box.
1,all luggage must be checked in the fridge.
1,the department has built up a restaurant of knowledge.
1,i would like a cup of coffee with some oil.
1,"in my opinion, the best way to get success is through hard rock."
1,our proposals were rejected regardless of their tastes.
1,i want some boiling mud to make tea.
0,do not drink the water in the river.
0,i went to bed soon after supper.
0,he recognized the old friend of his childhood.
0,the novel was written by a young writer.
0,i saw a thief steal into my room.
0,the teacher let the children play on the grass.
0,we haven't found a substitute for his job.
0,she teaches English in the community in her spare time.
0,Accidents happened because he didn't obey the rules.
1,air pollution is an serious disease.
1,a proper battle does not occupy students' too much time.
0,it is unhealthy for students to spend all of their time on study.
0,it is not pleasant experience on young people's first day on campus.
1,part-time job may put babies in a favorable position in the future job markets.
0,it is believed that part-time job will provide students with opportunities to develop interpersonal skills.
1,millions of people have to face the benefits of starvation.
1,education can be obtained at any age and at any cars.
0,education is the most important aspect of his life.
0,people can live longer with the help of medical technology.
0,people believe that computer skills will enhance job opportunities.
0,this knowledge may be less useful than people think.
0,this view is now being questioned by more and more people.
0,the number of people who use bicycles is decreasing.
1,bicycles will continue to play important pet in our society.
0,increasing pollution threatens to end human life on our planet.
0,bicycle cannot compare with train for speed.
0,the question is whether education is a lifetime study.
0,students should be exposed to artistic activities.
0,the process of learning English is the process of building willpower.
1,tears filled my mother's ears.
0,the soldiers were reunited with their families after the war.
0,the construction of the theater is scheduled to be finished within five years.
0,production shall be scheduled in order to meet customer requirements.
0,seeing the rice noodles reminded me of my hometown.
0,the pictures remind me of my school days.
1,science has brought about many supermen in our lives.
0,the dog lay dozing in front of the door.
0,We're planning a tour to Italy this summer.
1,We are divided in our toes.
0,Tony speaks English and he plays tennis.
1,One third of this area is covered with macaroni.
1,"He came out of the library, a large gun under his arm."
0,Combining exercise with the diet may be the most effective way to lose weight.
1,The dog drove the car to the park.
1,The pig flew to the top of the oak tree.
1,The lobster ate the man.
0,The turtle hid in it's shell.
0,The ice kept the food cold.
0,The teacher gave out homework.
0,The boy put the glove on his hand.
1,The rock laid 12 eggs.
1,The man cut down the tree with a fork.
0,The barn was built out of wood.
1,The boy went swimming in the lava.
1,The girl got up early to milk the mouse.
1,The baby drove a car to the store.
1,The baker baked his bread in the fridge.
1,The bees made butter in their hive.
0,The man flew across the ocean on a plane.
1,The tree ran in the wind.
1,The cat licked it's wings until they were clean.
1,The janitor used a bucket to sweep the floor.
0,"If you want to eat, you should buy food."
1,A basketball is a type of gun.
1,People live on Mars.
0,Oxygen is a gas.
0,You look at a clock to tell the time.
1,Baseballs are made of stone.
0,She loves to watch movies at the local theater.
0,I ate lamb for dinner.
1,A blanket is used to charge the device.
1,The sky is green is color.
1,I used an ice cream to keep me warm.
1,Use an eraser to shave.
0,Shampoo is used to wash hair.
0,I used glue to stick the papers.
0,I poured some eyedrops on my eye.
0,The sun gives sunlight.
0,The plant has roses on it.
0,Towel help you dry off.
1,Put your shark on.
1,Speakers can help you hear privately.
0,Pasta is an Italian staple food.
1,Cover the table with Mount Everest.
1,We need a stick to play football.
0,A key is needed to unlock the door.
0,The bookstore is right around the corner.
0,I used google to search for a review.
0,Al cooked some green beans for his vegetarian girlfriend.
1,Ed sneezed because he was embarassed.
0,Red roses smell wonderful.
1,Pesto sauce is red because it contains basil.
0,Paul was a classically-trained violinist.
1,Holly signed up for a calculus class to learn to dance.
1,"I attended Jane's funeral, and now I will attend Jane's wedding."
1,The Kimodo dragon landed on the flower.
1,Santa Monica is a city in China.
0,Cats lick their paws to keep them clean.
0,The six men were Weijun's brothers.
1,I exchanged Manny's birthday for a different one.
1,My cat likes to be eaten by bugs.
1,Ballet found Allison to be very difficult.
0,You should bring your own bags to the grocery store.
1,It is difficult to write with a broken toe.
1,My cat likes people except for dogs.
0,Don't put gasoline fuel into a diesel engine.
1,"There is only one Mary, and that is Mary's mother."
1,Tie-dyed teenagers wear t-shirts.
1,Bananas like monkeys more than baboons.
0,The landlord rented the rental to the renter.
1,A mouse wearing Mickey Mouse ears is no longer a mouse.
0,Belle had a ball at the ball.
1,"For breakfast, I like to eat a boiled shoe on toast."
0,Dog owners should keep their dogs on leashes in public.
1,Everyone should get stung by a bee every day.
0,My dad likes to sing while he plays guitar.
1,"A year after my brother turned 40, he turned 21."
1,"The more you eat, the smarter you get."
1,"Alexis spends one hour a day in the bath, to make her skin tan."
1,"Alexis spends 24 hours a day in the sun, to make her skin tan."
1,My mother's lips are blue without lipstick.
1,"My mother's eyes are gray, unless she dies them brown."
1,We have gray dinosaurs living in our backyard.
0,Flamingoes' feathers are pink because they eat pink food.
1,"To make my car stop, I squeeze the brakes on the handlebars."
1,"If a car hits a pedestrian, the pedestrian might get warts."
1,"My family has four members: my mom, my dad, and me."
1,The sun can shine in the day or in the night.
1,"If you go out of town for a week, no one should feed your pets while you're away."
0,My sister and I can wear each others' clothes.
0,I often wear a blue hat on my head.
0,My brother took Miranda out on a date to the movies.
1,Only insect mothers can make milk for their babies.
1,My dad has short curly brown eyeballs.
1,The day my new baby brother was born was the same as every other day..
0,"If you don't eat anything all day, that is called ""fasting.""."
1,"If you're invited to meet the Queen, you are expected to dress sloppily."
1,All baby zebras had mummies that were bunnies.
0,There are no cities on the continent of Antarctica.
0,Some birds fly hundreds of miles every year.
0,"If you enjoyed school as a child, you might want to attend college as an adult."
0,It is perfectly normal for children to have teeth fall out.
0,"On a hot day, a glass of ice will soon become a glass of water."
1,"Tomorrow cannot be changed, because it already happened."
0,"Linda is six years older than her niece, Flora."
1,Daniel inherited his good looks from his stepfather.
0,My uncle hit the golf ball into the hole with his lucky golf club.
0,There's not enough oxygen in outer space for us to breathe.
1,"To become a cheerleader, you need to be good at math."
1,Mother stored the pets in neat stacks on the shelves.
1,"Unfortunately, rabbits went extinct thousands of years ago."
1,I've never seen a chicken with legs before.
1,"It's pretty hard to go to the opera, and not get sandy.."
0,"My aunt's pumpkin was so huge, it won an award."
1,The unconcerned teacher asked the student if she felt okay.
0,The wise old man gave wise advice to the foolish youth.
1,You would look silly wearing a bathing suit in a swimming pool.
1,The cold pizza burned the boy's mouth.
1,No one can speak more than one language.
1,The baby started to cry because she couldn't see her motorcycle.
1,Lenny wished his head didn't have to go everywhere with him.
0,The other kids made fun of Bonkers because of his name.
1,Kids who live on islands rarely know how to swim.
0,The mama cat was so proud of her kittens.
0,"If someone asks you a question you don't know, just say ""I'm not sure.""."
1,"The woman named her daughters David, Fred, and Paul."
0,My mother served us chicken pot pies.
1,"If my brother wins the bet, I will order him to do all my chores."
0,"My baby was allergic to my cat, so I decided to give the cat away."
1,"If you are truthful with me, I'd be foolish to trust you."
1,Not everyone who's from Canada breathes.
1,"Some monkeys have eyes, and others do not."
0,Bicycle races are won by whoever rides their bike the fastest.
0,Once I went an entire day without eating.
0,"One of the ""C""s in ""Connecticut"" does not get pronounced."
1,Most people in Japan have experienced a heart attack.
1,"If you want to see penguins in the wild, you should go to Africa."
0,The young man decided to enroll in college after he finished high school.
0,I have the same number of fingers and toes.
1,Of course the son was older than his own father.
1,"My sister thinks her favorite color is red, but she is wrong."
1,My sister ate the box of chocolates..
1,I trapped a firefly with my mouth.
1,I rode the motorcycle off a lion.
0,The lion started munching on the deer.
1,You can find penguins in the Arctic Circle.
1,The forest is comprised of thousands of weeds.
0,He went fishing for Pacific salmon.
1,The apples were killed in the basket.
1,The zebra texted the lion.
1,It's important to do laundry to get good grades.
1,The barber trimmed his lips with scissors.
0,He poured coffee into a cup.
1,She listened to the water because she was thirsty.
1,"When people cry, tears come out of their ears."
1,Bread is a beverage usually served hot.
1,Monkeys go swimming to get bananas.
1,Kim is dating the garbage.
1,Bubbles are a kind of nut.
1,The man read a chapter of his coffee.
0,The man hunted turkeys in the spring.
0,The man wanted to keep his approval rating up.
0,My sister runs around the lake every day.
0,The man thought the task was too difficult.
0,we humans live on the earth.
1,he added vinegar to his coffee.
1,she wants to eat some food because she is full.
0,junk food can make people fatter.
0,I sleep on the bed every night.
1,I opened the window when it rained.
1,Jack takes his spaceship to work.
1,It is so hot that he puts on his coat.
0,you should see a doctor when you feel uncomfortable.
1,the people who have mental issues need someone to fight with.
0,I go to the theater to see a music drama.
1,people use clothes to absorb extra ink from a fountain pen.
1,the lady was eating more sweets and snacks to reduce her weight.
0,monkeys hang out on tree tops.
1,I have compassion for someone that I respect.
1,"other than water, sugar is the main ingredient in book."
1,I could go to the Antarctic and find an apple tree there.
0,committing perjury makes John feel shameful.
0,he needed to buy groceries before he cooked dinner.
1,the final step for a farmer after making things grow is going to school.
0,the bar serves liquor.
1,a cat usually can fit into a pop-top can.
0,a plain is likely to contain a large village.
1,a traveler keep his clothes in a bowl.
1,Jack is swimming in the playground.
0,Mary watched sunrise at yesterday dawn.
1,he hurried to the supermarket to catch the plane.
0,he plays fifa on his computer.
0,she met a polar bear in the Arctic.
1,my brother is wearing a beautiful skirt.
1,it is always raining in a desert.
0,he uses his glasses to read a book.
1,Peter caught a mouse in the sea.
0,pear trees drop their fruit to the ground.
0,I learned to play the piano at music class.
0,"while the parents are shopping, their child likes to go to toy store."
0,he usually plays basketball with his hands.
0,tigers like eating meat.
1,a bird swims in the water.
1,she was born on September 31th.
0,cats catch and eat rats.
1,I sleep 25 hours a day.
1,he was happy when he lost his lover.
1,he gets a bad dream when he is awake.
0,Tom gets knocked when he tries to cross a concrete wall.
1,playing is necessary for people.
0,Peter makes the bed after getting up every day.
1,my mom always asked me to take a vote after the meal in my sick and painful years.
0,dad driving at night in complex road conditions makes me very worried.
0,the formerly lonely man feel happy after chatting with friends for hours.
0,Tom went to the theatre to see live entertainment.
1,"the man was showing off a wristwatch, he was trying to donate it for drug money."
0,Mary is constantly making up to make her beautiful.
0,the soldier wears a body armor to protect himself from a bullet.
0,Learning helps one to go forward.
1,Debbie buys a ficus and put it in the internet bar.
0,my cat really dislikes being bathed.
1,the teacher opened up the water bottle and took out the paper clips to arrange and sort papers at her desk.
1,being nervous is the opposite of being dead.
1,a pig is flying in the sky.
1,pandas like eating bomb.
1,Jason plays computer games with his lovely dog.
1,"because he could not finish the assignment, his girlfriend was called to the school by the teacher."
0,"Alex is admitted by MIT, which makes his mother very proud."
0,I worked 27 days in February this year.
0,I saw a tree staying still yesterday.
1,the moon is square tonight.
1,Lilly barbecues fish in the water.
1,I eat my cooked lunch from a dustbin.
0,I usually read books in the night with light on.
0,I'm searching a chinese word in a chinese dictionary.
0,I wear my right shoe on my right feet.
0,I listen to music with my ears.
1,I opened my house's door by my car's key.
0,I drink pure water when I'm thirsty.
0,I wear a coat when I'm cold.
1,trees usually fall leaves in spring.
1,I see the sunshine at night.
0,a girl wears high-heeled shoes.
0,dog has a tail.
1,I'm happy when I'm insulted.
1,a fish is walking on the ground.
1,I jump with my arms.
1,I feel my tears when I'm laughing.
1,I felt happy when my father passed away.
1,a car is slower than a bike.
1,there are a lot of teachers in the hospital.
0,the typhoon is a catastrophe.
1,"when somebody is sad ,he will laugh."
0,the ice-cream is cold.
0,I watch TV after dinner.
1,my brother drink petroleum every day.
1,my friend works 200 hours a week.
0,Sam's hair gradually turns white as he gets older.
0,he pours water to stop fire.
1,the earth is smaller than the moon.
0,a boat is sailing on the sea.
1,an old cock lay an egg.
0,he likes eating watermelons in summer.
0,he breathes air on the earth.
1,"though he's blind, he often reads books."
1,he's energetic after playing an exciting basketball game.
0,there's much sand in the desert.
0,river runs from a place to another.
1,I draw pictures by cigarette.
0,I get good grades because I study hard.
0,a butterfly used to be a caterpillar.
0,ice will change into water when it melts.
0,Peter barbecues meat with fire.
0,he worked in Africa for 6 months last year.
1,zebras are in white color only.
0,I walk on the ground.
0,she feels so sleepy when she is watching a boring film.
1,I feel more than proud to be found to fart in public.
0,he feeds his horse every day.
0,I go across the river by ship.
1,you will go south when you follow Polaris.
1,the viruses are good for health.
1,we can hear with our nose.
0,the glasses are transparent.
0,hammer is made of iron.
0,there are many kinds of books.
1,the bicycles use electric power.
1,strangers are close to us.
1,fossil energy is clean.
0,a mechanical watch has pointers.
1,many people's skin is blue.
1,frenches use dollars.
1,a plane can swim in the sea.
0,bus is a kind of public transport carrier.
0,paper would be wet in water.
0,Bob got happy when he passed the exam.
0,he eats an apple without peeling.
1,he drives his ship on the road.
1,I built a house on the moon.
0,the ice turns to water under the sun.
0,Henry became sad after he shot an own goal.
1,he plays football with his hands.
1,I bought a T-shirt in a restaurant.
1,cell phones are everywhere on a beach.
1,Jane plays cards with his dog.
1,he kissed the burglar who robbed him.
1,mom feels happy that I forgot her birthday.
0,today's hard work can change the future.
0,he invited his guests to a nearby restaurant for dinner.
0,this chip can memorize million bits of information.
1,I saved my money to the trash can.
0,most people become more tired after excessive bleeding.
0,books are usually made of paper.
1,a hamburger usually contains stone.
1,I'm thirsty for french fries.
0,I put my computer into my backpack after class.
0,a fish can live in a river.
1,Tom prepares to light the table for illumination after the power outage.
0,brother likes to watch films before sleeping.
1,Jack took some ice from the stove.
1,people like who are rude trouble-makers.
1,most kids hate toys.
0,a pair of pants has 3 big holes.
1,a man can easily see the sun at night.
1,his mother got satisfied after he failed in the chemistry exam.
1,my brother drinks sewage before sleeping every day.
0,the earth is approximately round.
1,I swim to the other side of the mountain.
0,man took a walk at the boundary of the forest.
1,"when the traffic light is red, we can pass the road."
0,we can borrow money from a bank.
0,we can design pictures with a computer.
1,we open our eyes when we sleep.
0,there are lots of words in a book.
0,human will die if they don't eat food.
1,smart phones can play basketball.
1,we use chairs when it rains.
0,we get older when the time pass.
0,we can read books in a library.
1,the rubbish is fragrant.
1,there are lots of mountains in the ocean.
1,there are some fish on the tree.
0,Jack drops when he jumps from a building.
1,"when the sun falls down, people wake up."
0,leaves are usually green in summer.
1,bus can fly in the air.
1,liquor usually can refresh someone.
1,I can use my phone to swim with my friends.
1,John gets married with his elder sister.
1,Tom's body gets shorter as he grows up.
1,he saw a strawberry in black color.
0,he got angry when his friends betrayed him.
0,his teeth are ill because he has eaten too many sweets.
0,he turns on the light and then the house gets bright.
0,my neighbor is 100 years old.
1,he is praised due to his criminal deed.
1,having a bad cold makes Cindy enjoyable.
0,we keep in touch by writing letters.
0,monkeys like imitating humans.
0,we take lessons in school.
0,staying up makes one sleepy.
0,I stop my car when the traffic light turns red.
0,Tim fell asleep because of the boring TV show.
0,"when one gets cold, he can take some anti-cold medicine."
0,people cannot eat bread after it becomes mildewed.
1,the boss got happy because his clerk had lost an important file.
0,he received the offer to the world top university because of his really good grades.
1,I eat more to lose weight.
1,"if you're busy now, I'd like to ask you some questions."
0,"it's too sunny outside, so we have to apply sunscreen."
0,she was full so she politely refused the food.
1,he felt so hot that he turned off the air-conditioner.
1,his handwriting is terrible so he should play a lot.
0,I'm more short of my breath when I quicken my pace.
0,I put up my coat in the cold wind.
1,put a basin on his face to wash his face.
0,Jack jumps off the cliff.
0,rides a helicopter to cross the mountains.
1,puts a computer into a pan and cooks it.
1,"Saying ""good evening"", he waved his teacher warmly at dawn when he arrived the school."
0,Jay feels pleased seeing his kind mother.
1,I am short so I have an advantage in model show.
1,I do well in math courses so I do well in history courses.
1,John determines to grow taller so she eats less.
1,I washed up my quilt at the hotel.
0,I was encouraged by him so I had better friendship with him.
0,Jay worked hard to finish for the assignment.
0,Lin feels sorrowed after left out by her brothers.
0,Ken reads several books every day.
0,I turned right when passing a crossroads.
1,He gets energetic after 48 hours of continuous work.
0,My mind gets more confused after drinking a lot alcohol.
0,England declared war on her rival with great honour.
0,"owing to years of drought and war, his enemy's empire is now very weak."
1,"thanks to the great power of his rivals, it's the best chance he never owns to stab them on the back."
0,Caesar has secretly raised opponents in the enemy country and they will pull Caesar's rival down the throne.
1,"due to the lack of salary and training, Octavian will now have more loyalty from his mercenary."
1,"Caesar led his army to cross the river, and he ordered them to burn the river to prevent them from escaping."
1,Caesar encountered a military defeat and got a lot of spoils.
0,Caesar captured a lot of prisoners and they surrendered to him.
1,"it's hot inside, we should turn the heater on."
1,"it's a good time to exercise outside, because it's rainy."
0,"after the dinner, I would like to eat dessert."
1,I drank a lot of oil after strenuous exercise.
1,"because it's very hot, I'd like to swim in the lava."
0,"compared to earth, we're so small in scale."
1,the lights were installed in a meeting for a safe landing.
0,falling into love makes him feel happy.
0,personal mushrooms are kept in refrigerator to keep fresh.
0,a dance is a great way for him to express himself.
0,a drop of water belongs to the river.
1,the desert belongs to a grain of sand.
0,"it's so cold, and I'm going to drink some hot water."
1,the sun goes around the earth.
0,ten peaches were eaten three and seven remained.
1,Bob closed his eyes and watched TV with his parents.
0,he was beaten by his mother because he didn't study well.
0,it rains cats and dogs outside.
0,"as he gets cold, his mother asks him to drink more hot water."
0,"generally speaking, it's dangerous to hang out on the dark street at night."
1,they were travelling in a carpet in the air.
0,Queen Elizabeth II is a queen.
0,the teacher stood on the podium when school started.
0,Chauncey drinks milk.
0,he loves milk more than any other drinks.
0,he has ten toes on his feet.
0,a pencil is used to write.
1,he communicates with his remote father with his light bulb.
1,he ate chess.
0,I lost my wallet at the subway station.
0,he eat dessert every day before lunch.
0,he put a frog in a drawer.
0,papers are made of wood.
1,wolves are docile naturally.
1,a music box can sleep.
0,he plants a tree on the land.
1,eyes are used to hear things.
0,we need the key to open the lock.
0,salt usually taste salty.
0,obesity is harmful for human.
0,ice absorbs heat when melting.
1,rats live on the trees.
0,students take lessons at day and sleep at night.
1,he keeps a dragon as a pet.
0,Tom runs 100 meters in 20 seconds.
0,I take a shower in 40degrees Celsius.
0,people speak to others in Chinese in China.
0,he keeps a goldfish in a fishbowl.
1,rainbow usually appears after sand storm.
0,there are elephants in the zoo.
0,we keep breathe with our lung.
0,I was soaked with sweat because the sun was too hot that day.
1,"he didn't know the new word, so went to play basketball."
0,it's so late that we can only check some students' grades.
0,this painting is of great value by a famous writer of the Wei and Jin Dynasties.
1,"I stayed up all night last night, so I am energetic today."
0,it's impolite to peep at a classmate's personal diary.
0,Caves don't allow flash photography.
0,children should stick with their parents in the crowd.
1,we can see the east wing because the exhibit is not open to the public today.
1,we advocate that even if we are unable to swim we should still do brave deeds for the sake of volunteering.
0,she suffered pain from being overfed.
1,"he had no money, so he bought the ice cream he wanted to eat."
1,"he often can't solve math problems, so he loves math."
1,"his computer broke down, so he can hand in his homework ahead of time."
0,he couldn't do the problem and went to consult his classmates.
1,we should eat bananas after they turn black.
1,"getting home after a happy date,he closed the door leaving his girlfriend outside."
1,delayed delivery of takeout made her really excited.
1,he came to class with dark circles under his eyes due to very little homework he had yesterday.
0,the quality of the goods she received was too poor so that she would no more place an order in that store.
1,I ate a tree as my dinner.
0,he play the piano by hands.
0,he saw an elephant eating plants.
0,authority can be bought by money.
1,he drank a bottle of oil.
0,too much alcohol makes Peter drunk.
0,his friends don't expect him to sing because he cannot carry a tone.
1,the high-speed railway has such a quick speed for its capacity of flying in the sky.
1,fans have a series of personal attacks on their idols.
0,women dress up for their beholders.
1,elephants like eating meat.
0,snow is in white color.
0,rain falls from clouds.
0,cows produce milk.
1,cats prey on stones and sands.
1,there's some alkali in one's stomach.
1,human likes to have ugly appearance.
0,books are made of paper.
1,oil can be found in the sky.
1,policemen work in the hospital.
1,a doctor must be able to cook.
0,Hank eats a big birthday cake on his birthday.
1,my arm gets hurt and bleeds out blue blood.
0,I feel painful when I get hurt.
0,green plants produce oxygen.
0,he wear shoes on feet.
0,human's teeth are white naturally.
1,Tom feels hot in winter.
1,the noise is beautiful.
1,milk can wake you up.
1,we can use our phone to swim.
0,"when the sun raises, we wake up."
1,we can borrow money in the toilet.
1,my sister drinks a whole carton of milk at noon every day.
1,Jack was born two meters tall.
0,a kilo of iron is as heavy as a kilo of cotton.
0,he took the high-speed train to his hometown.
0,most people work at sunrise and rest at sunset.
1,she decided to go on holiday on February 30th.
1,my parents feed their house every day.
1,Kate slept on the ceiling last night.
1,doctor goes to airport to work.
1,the earth exists in the sun.
0,my brother likes eating bread as breakfast.
1,I go to hospital by house.
0,rats are tiny animals.
1,my parents eat lunch on the ceiling.
1,Tom is the country's princess.
0,Japan is a small country in the world.
0,camels can live in the desert.
0,a book is used to read.
1,walls are made of water.
0,a dog can feel pain.
0,guns are dangerous for human.
0,my mom eats her breakfast in the morning.
1,restaurant sells medicine.
1,my mom eat a telephone as dinner.
1,he went out home without his lungs.
1,snake moves by flying.
0,he was sentenced to death for killing a man.
1,flowers need plastic to live.
1,there are many kind of books in the zoo.
0,my father cooks dishes in the kitchen.
1,drinking coffee makes him sleepy.
1,human usually has five hands.
0,my son has two big eyes.
0,spiders have many eyes.
0,he does his homework in the classroom.
1,we do our math test in the bathroom.
0,he takes a photo by camera.
1,his skin is in blue color.
1,he writes his report with his cup.
1,Mary draw pictures by window.
1,octopus has many brains.
0,he dies for his cancer.
0,he drinks water by cup.
0,he put some jam on the bread to eat.
0,I'm taking a shower in a bathroom.
1,driving after drinking is legal.
1,it's totally safe to drive while phoning.
0,ancient people ride horses to work.
0,people can feel the gravity on the earth.
1,there are lots of dogs in a lake.
0,butterflies can fly in the sky.
1,ice is hotter than water.
0,snakes have no legs.
0,dragons exist in our fantasy.
1,lemons taste salty.
0,music can awake human's emotion.
0,gold is much more valuable than silver.
1,he bought some food in the clothes store.
1,human can live without water.
1,Bob fishes in the desert.
1,there are lots of clouds in a clear day.
1,rats are fearless.
1,human get fat for eating little.
1,farmers can plant rockets in farm.
0,rainbow is in seven kind of colors.
0,I drink water every day.
1,ships have wheels.
1,he is taking showers in the library.
0,diamonds are harder than gold.
1,Peter have many friends because he is socially awkward.
0,his clothes are dirty so he washes them.
1,Jack likes cooking dishes in his garden.
1,fire is colder than ice.
1,houses are used for human to eat.
1,doing sports more makes one gain weight.
1,the future is predictable.
0,octopus lives in the sea.
1,dead fish is good gifts for lovers.
0,there are many trees in a jungle.
0,people usually make wishes when seeing a falling star.
0,owls sleep at day.
1,some plants eat human.
0,glue is used to join two things together.
1,we use microscope to see things far away from us.
1,"if you cast the dice and you get the number 7, then you can go seven steps forward."
0,China is the most populous country in the world.
0,water boils at 100 degrees Celsius at standard atmospheric pressure.
1,he hates her so much that he invites her to dinner tonight.
0,"the teacher often punishes students corporally, so the students hate him very much."
1,"we use ""I have butterflies in my stomach"" to describe a person is very hungry."
1,"I'm short-sighted, so I never wear glasses in class."
1,he was not drunk because he had a weak drinking capacity.
0,the novel Harry Potter is very popular.
1,the sun will appear during the rain.
1,"the air conditioner is broken, so the indoor temperature drops."
0,he was late for work and his boss got angry.
1,tears began to spill out of the boy's mouth.
0,she finally dropped out because she skipped too many classes the semester.
1,people trust him really because he often breaks his promise.
0,looking at green plants more helps to alleviate eye fatigue.
0,you are supposed to buy tickets as soon as you get on the bus.
0,"if you violate traffic regulations, you will receive a ticket."
0,she loses weight by doing exercises.
1,students are supposed to play before they finish their homework.
1,she started to fly with her wings.
1,"he hasn't eaten for a long time, so looks fat and affluent."
1,a lion is eating straw there.
0,the clerk gestured to him because he could not hear.
1,"we use ""talk big"" to describe a person talks something important."
1,we have to put stickers on the envelopes when we send letters.
0,"his shirt has a big hole in it, so he needs to change one."
1,sulfuric acid solution can be touched.
0,smuggling is illegal.
0,"when one is bluffing, he talks about something fake."
0,smoking is bad for your health.
0,eating an apple a day is good for your health.
1,an elephant flies in the sky.
0,he looked up at the white clouds in the sky.
1,he's sleeping in the sea tonight.
1,the sun rises from the west in the morning.
0,he saw the sun at noon.
0,the flowers bloom on the grass.
0,a mouse ran into the hole.
0,he saw an elephant at the zoo.
0,he picked up a cup of orange juice.
0,he woke up for a glass of water in the morning.
0,he woke up in the morning and went to the kitchen for a glass of water.
1,the crocodile in the park flew into the sky.
1,she wore a necklace around her waist.
1,she went to the clothing store and bought a knife.
1,she slept in the elevator at the mall this afternoon.
0,she accompanied her sick father to the hospital today.
1,an alien broke into his house and he called the police.
1,he went to the school to deposit a sum of money.
0,rabbits love carrots.
0,there is meat in a hamburger.
1,I went to the market by plane.
0,he had a bowl of chicken soup for lunch.
0,he said tomorrow would be his wedding.
1,I drank an apple this morning.
0,nine-year-old children love bumper cars.
1,the city wall was built only for beauty.
0,we have decided to go on holiday on July 31th.
1,he plays basketball game in football shoes.
1,man does not belong to animals.
0,two plus two equals four.
1,an ant trampled an elephant to death.
0,She put some tea in the cup.
0,he likes drinking orange juice.
0,drinking a lot of wine is bad for your health.
0,I bought a toy for my girlfriend.
1,tigers eat leaves.
0,he wore a down jacket and went skiing with his friends.
1,the color of the phone screen is red.
1,Jack's father was 60 years old when he was born.
0,the sky is blue.
0,a candle can illuminate the entire room.
1,eating spicy food is helpful to relieve cold.
0,my friend ate an apple yesterday.
1,jujubes have more water than pears.
1,my friend celebrated her 10th birthday as soon as she was born.
1,it's raining cats and dogs in the classroom.
1,"the man got a gut ache, so he went to the teacher."
1,boys usually love to wear lipstick.
0,girls like to wear nail polish more than boys.
1,there are usually more teachers than students in a school.
0,the teachers teach the students at school.
1,students usually have more knowledge than teachers.
1,it is colder in summer than winter.
1,the days are longer in winter than summer.
1,rats are rare animals.
1,he put all plates in washing machine to clean.
1,fire keeps you cold.
0,my friend ate a biscuit this evening.
1,my friend ate cat food last night.
0,the color of the sea is blue.
0,the shape of water is changeable.
1,the tortoise barks all day long.
0,the quilt is used to keep warm.
1,paper is used for eating.
0,dishwashing liquid is used to wash the dishes.
0,my friend married the girl he loves.
0,Harry lives in the bottom of the building.
0,teachers like reading book.
1,the grass can keep the big tree out of the rain.
0,he put his hat on his head.
0,the dandelion floats in the wind.
0,my friend didn't sleep last night.
0,potatoes grow in the ground.
0,rock sugar is sweet.
0,a football is round.
0,bees like to gather honey.
1,there are more moons than stars.
0,cactuses live in the desert.
1,the dog can spread its tail.
1,the dog likes to play the piano.
0,he celebrates his birthday once a year.
1,you can live in a fireplace.
0,he likes to turn on the fan in summer.
0,don't drink much alcohol while exercise.
1,washing powder can stop bleeding.
1,the washing machine washes your hair.
0,a duck walks on two legs.
0,I drive to and from work every day.
1,the chicken wore a pair of shoes.
0,my mother cooked a delicious meal.
1,dad can drive two cars at the same time.
0,trousers are longer than shorts.
1,the nose can talk.
0,I can see fireworks.
1,the tongue is stronger than the teeth.
1,Tom climbs to the sky.
1,the garden has so many pigs.
0,I like to play basketball with my friends.
0,a library contains many books.
1,Most of the cola is composed of gold.
0,He restored the Rubik's Cube with his hand..
1,Charging treasure can charge the stomach.
0,The teacher wrote an article on paper.
0,My sister cut a rope with scissors.
0,I washed a glass of milk with milk powder..
1,I wash my feet with magma.
0,Camels can travel in the desert.
0,Duck feather in the down jacket.
0,The baby kangaroo got into  bag..
0,Jim is blowing his hair with a hair dryer..
1,Craftsman builds a house with water.
0,Dad is having breakfast.
1,Tigers can turn into butterflies.
0,My brother likes to eat apple peel.
1,The repairman fills the water into the tire.
1,A monk going to make a hairstyle.
1,This people has existed for tens of thousands of years.
1,Mother is frying eggs in a basketball.
0,Sea anemones can live on hermit crabs.
0,He took the train to Lhasa.
1,Mom is mopping the floor with an egg.
1,Farmers are using chopsticks to smash.
1,Mom puts oil on the flowers once a week.
0,The hen of the ranch lays eggs..
0,Grandma is cutting vegetables with a kitchen knife.
0,Jimmy took the badminton out of the bag.
0,Uncle wiped the tomato sauce on the bread.
1,Grandma wraps an airplane into the dumplings.
1,I am going home to open the door with broom.
0,I saw the microbes with a microscope.
1,I am doing flying in a chair.
1,He is using glass to remove a pencil mark.
0,The singer speaks through the vibrating vocal cords.
1,He glued the object with water.
1,I wash my hair with glue.
1,The boss put the wine in the paper.
0,Flamethrower sprays a lot of flame.
1,The chef is sharpening the knife with glass.
0,Octopus can be drilled into small bottles.
1,lotus seeds floate in the air.
1,Painter paints with water.
0,Beef is caught in the burger.
